DAR.DE	4.3	0.5	0.0	2.0	0.5	1.0	1.0	1.0	4
DEX.DE	4.3	0.5	0.5	1.0	1.0	1.0	1.0	1.0	5
DMP.DE	5.0	1.0	0.5	0.0	1.5	1.0	1.0	2.0	5
DIE.DE	4.6	0.0	0.0	2.0	1.0	1.0	1.0	1.5	5
DBK.DE	3.2	1.0	0.5	0.0	1.0	1.0	1.0	0.0	4
DTD2.DE	3.2	0.0	1.5	0.0	0.0	1.0	1.0	1.0	5
DP4A.DE	5.0	0.5	2.0	2.0	0.5	1.0	1.0	0.0	5
DUE.DE	4.3	1.5	1.5	0.0	0.5	1.0	1.0	0.5	5
E4C.DE	3.9	1.0	1.0	0.0	0.0	1.0	1.0	1.5	5
EBK.DE	3.6	0.0	0.0	0.0	1.0	1.0	1.0	2.0	5
ECK.DE	5.7	0.0	0.5	2.0	1.5	1.0	1.0	2.0	5
EFF0.DE	3.9	0.0	1.0	0.0	1.5	1.0	1.0	1.0	4
ELB.DE	3.9	1.0	0.0	0.0	2.0	1.0	1.0	0.5	4
ENR.DE	2.9	2.0	0.0	0.0	0.0	1.0	1.0	0.0	5
ETG.DE	3.9	0.0	1.5	0.0	1.0	1.0	1.0	1.0	4
EVT.DE	4.6	1.5	2.0	0.0	0.5	1.0	1.0	0.5	5
BOSS.DE	2.5	0.5	0.0	0.0	0.5	1.0	1.0	0.5	5
AVGO.EUR	2.5	1.5	0.5	0.0	0.5	0.5	0.5	0.0	7
FC9.DE	3.9	0.0	0.5	0.0	1.5	1.0	1.0	1.5	5
FIE.DE	5.0	0.5	2.0	0.0	1.0	1.0	1.0	1.5	5
FPE.DE	2.5	0.5	1.0	0.0	0.0	1.0	1.0	0.0	5
FYB.DE	2.5	0.5	0.0	0.0	0.0	1.0	1.0	1.0	4
FRE.DE	2.9	1.0	0.0	0.0	0.5	1.0	1.0	0.5	5
GLJ.DE	5.7	1.5	1.5	0.0	2.0	1.0	1.0	1.0	5
GBF.DE	2.9	0.5	1.5	0.0	0.0	1.0	1.0	0.0	5
GXI.DE	2.5	0.0	0.0	0.0	1.5	1.0	1.0	0.0	5
H9W.DE	3.6	0.0	0.5	0.0	1.5	1.0	1.0	1.0	4
CSH.DE	4.3	0.5	0.0	2.0	1.0	1.0	1.0	0.5	5
GOOG.EUR	1.4	1.5	0.0	0.0	0.0	0.5	0.0	0.0	7
HAW.DE	6.4	0.5	1.5	2.0	1.5	1.0	1.0	1.5	5
HFG.DE	3.6	0.0	2.0	0.0	1.0	1.0	1.0	0.0	5
HLAG.DE	3.9	1.0	0.0	0.0	0.5	1.0	1.0	2.0	5
HMU.DE	4.6	0.0	0.5	2.0	0.5	1.0	1.0	1.5	5
HOT.DE	4.3	0.5	0.0	0.0	2.0	1.0	1.0	1.5	5
ILM1.DE	5.4	1.5	2.0	0.0	0.5	1.0	1.0	1.5	5
IBU.DE	3.6	2.0	0.5	0.0	0.0	1.0	1.0	0.5	5
IOS.DE	3.9	0.0	0.0	0.0	2.0	1.0	1.0	1.5	5
ISHA.DE	2.1	0.5	0.0	0.0	0.5	1.0	1.0	0.0	5
IVU.DE	3.2	1.0	1.0	0.0	0.0	1.0	1.0	0.5	5
KCO.DE	5.7	1.5	1.5	1.0	1.0	1.0	1.0	1.0	4
JY0.DE	4.3	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3
JEN.DE	3.2	1.5	0.5	0.0	0.5	1.0	1.0	0.0	5
KTA.DE	5.7	1.5	1.0	0.0	2.0	1.0	1.0	1.5	5
KSB.DE	3.2	0.5	1.0	1.0	0.0	1.0	1.0	0.0	5
KWS.DE	3.6	0.0	1.0	0.0	0.5	1.0	1.0	1.5	5
LSX.DE	3.2	0.0	0.5	0.0	0.5	1.0	1.0	1.5	5
M12.DE	2.9	1.0	1.0	0.0	0.0	1.0	1.0	0.0	5
M5S.DE	5.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	5
MA10.DE	3.2	0.5	0.0	2.0	0.0	1.0	1.0	0.0	5
LIN.DE	3.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2
