NK.PA	Imerys	24.06			3.12%
NOKIA.PA	Nokia Oyj	5.55			2.52%
NRG.PA	NRJ Group SA	6.46			3.56%
NRO.PA	Neurones SA	37.75			3.71%
NXI.PA	Nexity SA	6.91			0%
ODET.PA	Compagnie de lOdet	1.32K			0.36%
OPM.PA	Opmobility	12.53			3.91%
OR.PA	LOreal SA	388.50			1.85%
ORA.PA	Orange	15.96			4.70%
OSE.PA	OSE Immunotherapeutics SA	3.21			0%
PAR.PA	Paris Realty Fund SA	25.20			0%
PARP.PA	Groupe Partouche SA	17.95			6.96%
PARRO.PA	Parrot SA	9.46			0%
PAT.PA	Patrimoine et Commerce SCA	26.00			4.85%
PERR.PA	Gerard Perrier Industrie SA	83.40			2.76%
PEUG.PA	Peugeot Invest SA	56.30			5.77%
PIG.PA	Haulotte Group SA	2.34			0%
PLNW.PA	Planisware SA	24.80			1.45%
PLX.PA	Pluxee France SA	15.92			2.39%
POMRY.PA	Maison Pommery & Associes SA	10.20			7.84%
POXEL.PA	Poxel SA	0.21			0%
PRC.PA	Artmarket.com SA	4.28			0%
PUB.PA	Publicis Groupe	103.35			3.63%
QDT.PA	Quadient SA	12.88			5.82%
RBO.PA	Roche Bobois SA	21.00			3.81%
RBT.PA	Robertet SA	798.00			1.50%
RCO.PA	Remy Cointreau SA	46.26			1.62%
RF.PA	Eurazeo	50.60			5.78%
RI.PA	Pernod-Ricard SA	67.20			6.99%
RMS.PA	Hermes International	1.56K			0.32%
RNO.PA	Renault	27.39			8.03%
RUI.PA	Rubis SCA	33.60			6.16%
RXL.PA	Rexel SA	36.40			3.30%
S30.PA	Solutions 30 SE	0.58			0%
SAF.PA	SAFRAN	343.80			0.97%
SAMS.PA	Samse SA	120.00			4.17%
SAN.PA	Sanofi	78.74			5.23%
SAVE.PA	Savencia SA	63.80			2.19%
SBT.PA	Oeneo SA	9.26			3.78%
SCHP.PA	Seche Environnement SA	81.30			1.48%
SCR.PA	Scor SE	33.64			5.65%
SDG.PA	Synergie SE	28.80			2.08%
SESG.PA	SES GLOBAL FDR	4.86			10.29%
SGO.PA	Compagnie de Saint-Gobain S.A.	81.26			2.83%
SIGHT.PA	Gensight Biologics SA	0.12			0%
SK.PA	SEB SA	59.38			4.75%
SMCP.PA	SMCP SA	6.70			0%
SOI.PA	Soitec S.A.	109.00			0%
SOP.PA	Sopra Steria Group	178.90			2.96%
SPIE.PA	Spie SA	44.84			2.41%
SRP.PA	SRP Groupe SA	0.84			0%
STF.PA	Stef SA	127.60			2.12%
STLAP.PA	Stellantis NV	4.49			0%
STMPA.PA	STMicroelectronics NV	42.55			0.73%
SU.PA	Schneider Electric SE	296.25			1.42%
SW.PA	Sodexo SA	57.00			4.74%
SWP.PA	Sword Group SE	31.35			6.38%
TE.PA	Technip Energies N.V	29.96			3.34%
TEP.PA	Teleperformance SE	71.00			6.34%
TFF.PA	Tonnellerie Francois Freres SA	16.68			3.00%
TFI.PA	TF1 Group	7.00			8.99%
